"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Tenrecidae","40531",NA,NA,NA,NA,NA
"1468908","occurrence","205190","Plesiorycteropus sp.","genus","43319","Plesiorycteropus","genus","43319","Holocene","0.0117",NA,"70406;70406","Plesiorycteropus",NA,"sp.",NA,"Plesiorycteropus","43319","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry",NA,NA,NA,NA,NA,NA,NA
"1468909","occurrence","205190","Buteo cf. sp.","genus","39325","Buteo","genus","39325","Holocene","0.0117",NA,"70406;70406","Buteo","cf.","sp.",NA,"Buteo","39325","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Accipitridae","39323",NA,"Accipitriformes","133775",NA,NA
"1468910","occurrence","205190","Accipiter cf. madagascariensis","species","373475","Accipiter madagascariensis","species","373475","Holocene","0.0117",NA,"70406;70406","Accipiter","cf.","madagascariensis",NA,"Accipiter","94492","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Accipitridae","39323",NA,"Accipitriformes","133775",NA,NA
"1468911","occurrence","205190","Coua gigas","species","373489","Coua gigas","species","373489","Holocene","0.0117",NA,"70406;70406","Coua",NA,"gigas",NA,"Coua","158295","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Cuculidae","39312",NA,"Cuculiformes","39306",NA,NA
"1468912","occurrence","205190","Coua cristata","species","372708","Coua cristata","species","372708","Holocene","0.0117",NA,"70406;70406","Coua",NA,"cristata",NA,"Coua","158295","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Cuculidae","39312",NA,"Cuculiformes","39306",NA,NA
"1468913","occurrence","205190","Coua sp.","genus","158295","Coua","genus","158295","Holocene","0.0117",NA,"70406;70406","Coua",NA,"sp.",NA,"Coua","158295","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Cuculidae","39312",NA,"Cuculiformes","39306",NA,NA
"1468914","occurrence","205190","Lophotibis cf. cristata","species","373474","Lophotibis cristata","species","373474","Holocene","0.0117",NA,"70406;70406","Lophotibis","cf.","cristata",NA,"Lophotibis","373473","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Threskiornithidae","58426",NA,"Pelecaniformes","36634",NA,NA
"1468915","occurrence","205190","Numida meleagris","species","372652","Numida meleagris","species","372652","Holocene","0.0117",NA,"70406;70406","Numida",NA,"meleagris",NA,"Numida","99148","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Numididae","39338",NA,"Galliformes","39330",NA,NA
"1468916","occurrence","205190","Margaroperdix madagascariensis","species","373519","Margaroperdix","genus","373519","Holocene","0.0117",NA,"70406;70406","Margaroperdix",NA,"madagascariensis",NA,"Margaroperdix","373519","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Phasianidae","39340",NA,"Galliformes","39330",NA,NA
"1468917","occurrence","205190","Dryolimnas cuvieri","species","371740","Dryolimnas cuvieri","species","371740","Holocene","0.0117",NA,"70406;70406","Dryolimnas",NA,"cuvieri",NA,"Dryolimnas","371439","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Rallidae","39513",NA,"Gruiformes","39454",NA,NA
"1468918","occurrence","205190","Porphyrio madagascariensis","species","334627","Porphyrio","genus","334627","Holocene","0.0117",NA,"70406;70406","Porphyrio",NA,"madagascariensis",NA,"Porphyrio","334627","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Rallidae","39513",NA,"Gruiformes","39454",NA,NA
"1468919","occurrence","205190","Eurystomus glaucurus","species","373496","Eurystomus glaucurus","species","373496","Holocene","0.0117",NA,"70406;70406","Eurystomus",NA,"glaucurus",NA,"Eurystomus","39378","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Coraciidae","39376",NA,"Coraciiformes","39368",NA,NA
"1468920","occurrence","205190","Leptosomus discolor","species","373498","Leptosomus discolor","species","373498","Holocene","0.0117",NA,"70406;70406","Leptosomus",NA,"discolor",NA,"Leptosomus","99161","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Leptosomidae","39373",NA,"Leptosomiformes","368332",NA,NA
"1468921","occurrence","205190","Motacilla cf. flaviventris","species","368922","Motacilla","genus","368922","Holocene","0.0117",NA,"70406;70406","Motacilla","cf.","flaviventris",NA,"Motacilla","368922","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Motacillidae","368920",NA,"Passeriformes","39441",NA,NA
"1468922","occurrence","205190","Coracopsis nigra","species","415944","Coracopsis nigra","species","415944","Holocene","0.0117",NA,"70406;70406","Coracopsis",NA,"nigra",NA,"Mascarinus","371445","Aves","36616","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Psittaculidae","368376",NA,"Psittaciformes","39357",NA,NA
"1468923","occurrence","205190","Erymnochelys madagascariensis","species","239573","Erymnochelys madagascariensis","species","239573","Holocene","0.0117",NA,"70406;70406","Erymnochelys",NA,"madagascariensis",NA,"Erymnochelys","239572","Reptilia","36322","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Podocnemididae","58161",NA,"Testudines","56475",NA,NA
"1468924","occurrence","205190","Pyxis sp.","genus","364850","Pyxis","genus","364850","Holocene","0.0117",NA,"70406;70406","Pyxis",NA,"sp.",NA,"Pyxis","364850","Reptilia","36322","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Testudinidae","37739",NA,"Testudines","56475",NA,NA
